date,city,station_name,evidence,event_type,comment,parameter,value
2018-08-23,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3lD7o2o,TF,BC wildfires,pm25,17.1
2018-08-24,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3dmRaaO,TF,BC wildfires,pm25,12
2018-08-26,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3uNW2ys,TF,BC wildfires,pm25,12.6
2018-08-27,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/2SPmNjM,TF,BC wildfires,pm25,71.7
2018-08-31,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3mDdGS6,TF,BC wildfires,pm25,23.4
2018-09-02,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3lhuFcW,TF,BC wildfires,pm25,51
2018-09-02,Burns Lake,Burns Lake Fire Centre,TF_EE evidence directory,TF,BC wildfires,pm25,51
2018-09-04,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/34SUDu2,TF,BC wildfires,pm25,51.7
2018-09-05,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3agbolT,TF,BC wildfires,pm25,51.5
2018-09-06,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/2GXtQ7w,TF,BC wildfires,pm25,57.1
2018-09-07,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3nOuHII,TF,BC wildfires,pm25,60
2018-09-08,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3nOuHII,TF,BC wildfires,pm25,23.9
2019-05-25,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3lJrCYm,TF,Alberta wildfires,pm25,18.5
2019-05-26,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3lMUq27,TF,Alberta wildfires,pm25,19.9
2019-05-27,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/2SOmTZ4,TF,Alberta wildfires,pm25,15.3
2019-07-01,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3oFhjcE,TF,Yukon wildfires,pm25,12.2
2019-07-08,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3uOE1A9,TF,Yukon wildfires,pm25,11.2
2019-07-09,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3muQaqd,TF,Yukon wildfires,pm25,11.3
2020-09-13,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/2YAkvf5,TF,USA wildfires,pm25,2.1
2020-09-15,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3uNSeNC,TF,USA wildfires,pm25,6.7
2020-09-16,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/2YsFGjg,TF,USA wildfires,pm25,11.2
2020-09-17,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3ljQNn1,TF,USA wildfires,pm25,13.5
2020-09-18,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3008fVr,TF,USA wildfires,pm25,15.2
2021-06-30,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3Aj4hnu,TF,BC wildfires,pm25,5.6
2021-07-13,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3iFqXs1,TF,BC wildfires,pm25,14.7
2021-07-30,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3ageu9t,TF,BC wildfires,pm25,8.7
2021-07-31,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3ljlIji ,TF,BC wildfires,pm25,11.5
2021-08-01,Burns Lake,Burns Lake Fire Centre,https://go.nasa.gov/3DmyEeq ,TF,BC wildfires,pm25,31.1
2023-05-04,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3X4cKJj,TF,BC wildfires; Alberta wildfires,pm10,59.25
2023-05-05,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3Qq4GPb,TF,Alberta wildfires,pm10,97.13
2023-05-06,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3X091MV,TF,Alberta wildfires,pm10,142.46
2023-05-07,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4hUasEy,TF,Alberta wildfires,pm10,82.08
2023-05-08,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/41g60KL,TF,Alberta wildfires,pm10,25.96
2023-05-09,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4hZgQKN,TF,Alberta wildfires,pm10,52.87
2023-05-10,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4hWow0o,TF,Alberta wildfires,pm10,66.13
2023-05-11,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3CSvF2P,TF,Alberta wildfires,pm10,41
2023-05-12,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4hZN3li,TF,Alberta wildfires,pm10,27.65
2023-05-13,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3QjTB29,TF,BC wildfires,pm10,24.7
2023-05-14,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4hWOD7t,TF,BC wildfires,pm10,34
2023-05-15,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3EEftms,TF,BC wildfires,pm10,158.52
2023-05-16,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/40TKkCW,TF,BC wildfires,pm10,144.5
2023-05-17,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3X4aQbL,TF,BC wildfires; Alberta wildfires,pm10,91.38
2023-05-18,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3D4od4G,TF,BC wildfires; Alberta wildfires,pm10,181.5
2023-05-19,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/42XRHfs,TF,BC wildfires; Alberta wildfires,pm10,398.88
2023-05-20,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3CDWO9S,TF,BC wildfires; Alberta wildfires,pm10,285.29
2023-05-21,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/42YCfPY,TF,BC wildfires; Alberta wildfires,pm10,22.17
2023-05-22,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4hF28sE,TF,BC wildfires; Alberta wildfires,pm10,35.79
2023-06-08,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3QEIXn7,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-06-09,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3CSwFE7,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-06-10,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4ke4dO7,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-06-11,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3EB5f6a,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-06-12,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4k1UASc,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-06-14,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4b8pvsg,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-06-15,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3QhhEiv,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-06-18,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4hZOQXy,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-06-20,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4gKFD4h,TF,BC wildfires; Alberta wildfires,pm10,25.45
2023-06-22,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3X03zcI,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-06-24,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/412kwVa,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-06-25,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/416mDHQ,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-06-26,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/41hBoc7,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-06-27,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/42Yru06,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-06-29,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/413cR94,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-06-30,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4hDlWwm,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-01,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4hIkvNy,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-02,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3EFxKzK,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-03,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/41rdqLD,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-04,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4gD2mz3,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-05,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4gNiDSa,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-06,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/41hEGMr,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-07,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4gGyPEP,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-08,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/42XVVUm,TF,BC wildfires,pm10,NA
2023-07-09,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4b3HUpR,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-10,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4gGiqjI,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-11,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4gGi6l6,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-12,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4aZWBdM,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-13,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4jXtiwu,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-14,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3QgTnsP,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-15,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3EG3wwE,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-16,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4k2EFn0,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-17,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3X0zKJ8,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-18,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4k0QZUI,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-19,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4k0R0YM,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-20,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4bigTPX,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-07-21,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3X3kgUG,TF,BC wildfires; Alberta wildfires,pm10,NA
2023-08-04,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4b5FdUL,TF,BC wildfires,pm10,15.46
2023-08-05,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4b0SvBW,TF,BC wildfires,pm10,18.75
2023-08-06,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4k2VAph,TF,BC wildfires,pm10,26.25
2023-08-07,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4b5lAw1,TF,BC wildfires,pm10,28.67
2023-08-19,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/418lTC2,TF,BC wildfires,pm10,91
2023-08-21,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/432tHHR,TF,BC wildfires,pm10,NA
2023-08-22,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4hXl99q,TF,BC wildfires,pm10,NA
2023-08-23,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/41juS4C,TF,BC wildfires,pm10,NA
2023-08-24,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4gIzhCv,TF,BC wildfires,pm10,NA
2023-08-25,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4i1mmMZ,TF,BC wildfires,pm10,NA
2023-08-26,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4gEYrSw,TF,BC wildfires,pm10,NA
2023-08-27,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3CXjD8r,TF,BC wildfires,pm10,NA
2023-08-28,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3CJ0FT3,TF,BC wildfires,pm10,NA
2023-08-29,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3EI9kFV,TF,BC wildfires,pm10,NA
2023-08-30,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4jULVkJ,TF,BC wildfires,pm10,NA
2023-08-31,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4gIQQSQ,TF,BC wildfires,pm10,NA
2023-09-01,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3ECaYJc,TF,BC wildfires,pm10,NA
2023-09-02,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4b5HqQ3,TF,BC wildfires,pm10,NA
2023-09-03,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4hVyUFu,TF,BC wildfires,pm10,NA
2023-09-04,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/412H20d,TF,BC wildfires,pm10,NA
2023-09-05,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/415f3Nk,TF,BC wildfires,pm10,NA
2023-09-06,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3EHAX1K,TF,BC wildfires,pm10,NA
2023-09-07,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4148Jpy,TF,BC wildfires,pm10,NA
2023-09-08,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4hRYVWA,TF,BC wildfires,pm10,NA
2023-09-11,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3D3cOlF,TF,BC wildfires,pm10,NA
2023-09-12,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/41jmaTO,TF,BC wildfires,pm10,NA
2023-09-13,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/434kBKV,TF,BC wildfires,pm10,NA
2023-09-14,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3X3cKJu,TF,BC wildfires,pm10,NA
2023-09-15,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/40U0kF2,TF,BC wildfires,pm10,NA
2023-09-16,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/41hpnDf,TF,BC wildfires,pm10,NA
2023-09-17,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/42YuWb3,TF,BC wildfires,pm10,NA
2023-09-20,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3CFZfZy,TF,BC wildfires,pm10,NA
2023-09-21,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/41mjo0g,TF,BC wildfires,pm10,NA
2023-09-22,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4i0Izuz,TF,BC wildfires,pm10,NA
2023-09-23,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4hS1Zly,TF,BC wildfires,pm10,NA
2023-09-24,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/41jIpZZ,TF,BC wildfires,pm10,NA
2023-09-25,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3X3b3vR,TF,BC wildfires,pm10,NA
2023-09-26,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3X3pCzA,TF,BC wildfires,pm10,NA
2023-09-28,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3QiDkL7,TF,BC wildfires,pm10,NA
2023-09-29,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4hEfd5p,TF,BC wildfires,pm10,NA
2023-09-30,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/42SRAlc,TF,BC wildfires,pm10,NA
2024-05-10,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4hC6twM,TF,BC wildfires,pm10,52.38
2024-05-11,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4i0dQxE,TF,BC wildfires,pm10,309.29
2024-05-12,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3X1vrgM,TF,BC wildfires,pm10,24.17
2024-05-13,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/42QUQNX,TF,BC wildfires,pm10,40.58
2024-05-14,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3Qhpl8a,TF,BC wildfires,pm10,27.46
2024-05-15,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3CRifEi,TF,BC wildfires,pm10,19.54
2024-07-08,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3Qi0roP,TF,BC wildfires,pm10,45.83
2024-07-10,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3X1a3bE,TF,BC wildfires,pm10,41.39
2024-07-19,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/42YxJku,TF,BC wildfires,pm10,177.38
2024-07-20,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/40VMD8F,TF,BC wildfires,pm10,72.38
2024-07-21,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/40WAhwZ,TF,BC wildfires,pm10,62.21
2024-07-22,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3QkEPsg,TF,BC wildfires,pm10,71.67
2024-07-26,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3X46od3,TF,BC wildfires,pm10,19.96
2024-07-27,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/4gGJH5u,TF,BC wildfires,pm10,16.21
2024-08-11,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3CRlfk2,TF,BC wildfires,pm10,34.67
2024-08-12,Chetwynd,Chetwynd 51 Street,https://go.nasa.gov/3CHXPxE,TF,BC wildfires,pm10,33.58
